 res3t,res3v,res3i,res2t,res2v,res2i,lit,liv,lii,res1t,res1v,res1i
 112.666666667,2.05688476563,0.000343322753906,235.666666667,3.67462158203,0.00133514404297,168.666666667,1.43127441406,0.237045288086,112.666666667,0.0311279296875,-9.53674316406E-05
 113.333333333,1.98944091797,0.000343322753906,236.333333333,3.53851318359,0.001220703125,169.333333333,1.26373291016,0.222606658936,113.333333333,0.0274658203125,1.90734863281E-05
 114,1.98028564453,0.00030517578125,237,3.53149414063,0.00120162963867,170,1.25518798828,0.222835540771,114,0.304260253906,0.000514984130859
 114.666666667,1.87103271484,0.000343322753906,237.666666667,3.41461181641,0.00129699707031,170.666666667,1.02386474609,0.201301574707,114.666666667,0.294799804688,0.000419616699219
 115.333333333,1.76025390625,0.000324249267578,238.333333333,3.29772949219,0.00104904174805,171.333333333,0.877990722656,0.188217163086,115.333333333,0.293884277344,0.000400543212891
 116,1.75842285156,0.000400543212891,239,3.212890625,0.00101089477539,172,0.76171875,0.172386169434,116,0.287475585938,0.000476837158203
 116.666666667,1.69281005859,0.000362396240234,239.666666667,3.08471679688,0.00106811523438,172.666666667,0.450134277344,0.144729614258,116.666666667,0.28564453125,0.000476837158203
 117.333333333,1.69097900391,0.000228881835938,240.333333333,2.92266845703,0.000934600830078,173.333333333,0.399475097656,0.13843536377,117.333333333,0.2880859375,0.000400543212891
 118,1.65802001953,0.000286102294922,241,2.80975341797,0.000877380371094,174,0.325622558594,0.126895904541,118,0.292358398438,0.000324249267578
 118.666666667,1.57623291016,0.000286102294922,241.666666667,2.69256591797,0.000953674316406,174.666666667,0.162658691406,0.0774383544922,,,
 119.333333333,1.57257080078,0.000381469726563,242.333333333,2.63000488281,0.000877380371094,175.333333333,0.0164794921875,0.0185012817383,,,
 120,1.50024414063,0.000343322753906,243,2.55615234375,0.000896453857422,176,0.00885009765625,0.0147247314453,,,
 ,,,243.666666667,2.45513916016,0.000743865966797,176.666666667,-0.0216674804688,0.00133514404297,,,
 ,,,244.333333333,2.41333007813,0.000820159912109,177.333333333,-0.0238037109375,0.00125885009766,,,
 ,,,245,2.27691650391,0.000782012939453,178,-0.0222778320313,0.00120162963867,,,
 ,,,245.666666667,2.1533203125,0.000648498535156,178.666666667,-0.0228881835938,0.001220703125,,,
 ,,,246.333333333,2.01690673828,0.000629425048828,179.333333333,-0.023193359375,0.00123977661133,,,
 ,,,247,1.70349121094,0.000514984130859,180,-0.0228881835938,0.00133514404297,,,
 ,,,247.666666667,1.494140625,0.000419616699219,180.666666667,-0.0225830078125,0.0013542175293,,,
 ,,,248.333333333,1.43371582031,0.000400543212891,181.333333333,-0.023193359375,0.00129699707031,,,
 ,,,249,1.39221191406,0.000362396240234,182,-0.0222778320313,0.0013542175293,,,
 ,,,249.666666667,1.20941162109,0.00030517578125,182.666666667,-0.0222778320313,0.00123977661133,,,
 ,,,250.333333333,1.07025146484,0.000324249267578,183.333333333,-0.0222778320313,0.0013542175293,,,
 ,,,251,1.02447509766,0.000286102294922,184,-0.0222778320313,0.00127792358398,,,
 ,,,251.666666667,0.821533203125,0.000209808349609,184.666666667,-0.023193359375,0.00131607055664,,,
 ,,,252.333333333,0.62744140625,0.000171661376953,185.333333333,-0.02197265625,0.00129699707031,,,
 ,,,253,0.444946289063,7.62939453125E-05,186,-0.0228881835938,0.00125885009766,,,
 ,,,253.666666667,0.326538085938,3.81469726563E-05,186.666666667,-0.0241088867188,0.00131607055664,,,
 ,,,254.333333333,0.331420898438,5.72204589844E-05,,,,,,
 ,,,255,0.195617675781,-3.81469726563E-05,,,,,,
 ,,,255.666666667,0.0961303710938,-5.72204589844E-05,,,,,,
 ,,,256.333333333,0.0115966796875,-0.000190734863281,,,,,,
 ,,,257,-0.02197265625,-0.000171661376953,,,,,,
 ,,,257.666666667,-0.02197265625,-0.000133514404297,,,,,,
 ,,,258.333333333,-0.023193359375,-5.72204589844E-05,,,,,,
 ,,,259,-0.0234985351563,-0.000114440917969,,,,,,
 ,,,259.666666667,-0.02197265625,-0.000171661376953,,,,,,
 
